trip_id,stop_id,stop_sequence,arrival_time,departure_time
L1_trip_45,L1_24,24,51480,51480
L1_trip_45,L1_25,25,51600,51600
L1_trip_45,L1_26,26,51720,51720
L1_trip_45,L1_27,27,51840,51840
L1_trip_45,L1_28,28,51960,51960
L1_trip_46,L1_0,0,49200,49200
L1_trip_46,L1_1,1,49320,49320
L1_trip_46,L1_2,2,49440,49440
L1_trip_46,L1_3,3,49560,49560
L1_trip_46,L1_4,4,49680,49680
L1_trip_46,L1_5,5,49800,49800
L1_trip_46,L1_6,6,49920,49920
L1_trip_46,L1_7,7,50040,50040
L1_trip_46,L1_8,8,50160,50160
L1_trip_46,L1_9,9,50280,50280
L1_trip_46,L1_10,10,50400,50400
L1_trip_46,L1_11,11,50520,50520
L1_trip_46,L1_12,12,50640,50640
L1_trip_46,L1_13,13,50760,50760
L1_trip_46,L1_14,14,50880,50880
L1_trip_46,L1_15,15,51000,51000
L1_trip_46,L1_16,16,51120,51120
L1_trip_46,L1_17,17,51240,51240
L1_trip_46,L1_18,18,51360,51360
L1_trip_46,L1_19,19,51480,51480
L1_trip_46,L1_20,20,51600,51600
L1_trip_46,L1_21,21,51720,51720
L1_trip_46,L1_22,22,51840,51840
L1_trip_46,L1_23,23,51960,51960
L1_trip_46,L1_24,24,52080,52080
L1_trip_46,L1_25,25,52200,52200
L1_trip_46,L1_26,26,52320,52320
L1_trip_46,L1_27,27,52440,52440
L1_trip_46,L1_28,28,52560,52560
L1_trip_47,L1_0,0,49800,49800
L1_trip_47,L1_1,1,49920,49920
L1_trip_47,L1_2,2,50040,50040
L1_trip_47,L1_3,3,50160,50160
L1_trip_47,L1_4,4,50280,50280
L1_trip_47,L1_5,5,50400,50400
L1_trip_47,L1_6,6,50520,50520
L1_trip_47,L1_7,7,50640,50640
L1_trip_47,L1_8,8,50760,50760
L1_trip_47,L1_9,9,50880,50880
L1_trip_47,L1_10,10,51000,51000
L1_trip_47,L1_11,11,51120,51120
L1_trip_47,L1_12,12,51240,51240
L1_trip_47,L1_13,13,51360,51360
L1_trip_47,L1_14,14,51480,51480
L1_trip_47,L1_15,15,51600,51600
L1_trip_47,L1_16,16,51720,51720
L1_trip_47,L1_17,17,51840,51840
L1_trip_47,L1_18,18,51960,51960
L1_trip_47,L1_19,19,52080,52080
L1_trip_47,L1_20,20,52200,52200
L1_trip_47,L1_21,21,52320,52320
L1_trip_47,L1_22,22,52440,52440
L1_trip_47,L1_23,23,52560,52560
L1_trip_47,L1_24,24,52680,52680
L1_trip_47,L1_25,25,52800,52800
L1_trip_47,L1_26,26,52920,52920
L1_trip_47,L1_27,27,53040,53040
L1_trip_47,L1_28,28,53160,53160
L1_trip_48,L1_0,0,50400,50400
L1_trip_48,L1_1,1,50520,50520
L1_trip_48,L1_2,2,50640,50640
L1_trip_48,L1_3,3,50760,50760
L1_trip_48,L1_4,4,50880,50880
L1_trip_48,L1_5,5,51000,51000
L1_trip_48,L1_6,6,51120,51120
L1_trip_48,L1_7,7,51240,51240
L1_trip_48,L1_8,8,51360,51360
L1_trip_48,L1_9,9,51480,51480
L1_trip_48,L1_10,10,51600,51600
L1_trip_48,L1_11,11,51720,51720
L1_trip_48,L1_12,12,51840,51840
L1_trip_48,L1_13,13,51960,51960
L1_trip_48,L1_14,14,52080,52080
L1_trip_48,L1_15,15,52200,52200
L1_trip_48,L1_16,16,52320,52320
L1_trip_48,L1_17,17,52440,52440
L1_trip_48,L1_18,18,52560,52560
L1_trip_48,L1_19,19,52680,52680
L1_trip_48,L1_20,20,52800,52800
L1_trip_48,L1_21,21,52920,52920
L1_trip_48,L1_22,22,53040,53040
L1_trip_48,L1_23,23,53160,53160
L1_trip_48,L1_24,24,53280,53280
L1_trip_48,L1_25,25,53400,53400
L1_trip_48,L1_26,26,53520,53520
L1_trip_48,L1_27,27,53640,53640
L1_trip_48,L1_28,28,53760,53760
L1_trip_49,L1_0,0,51000,51000
L1_trip_49,L1_1,1,51120,51120
L1_trip_49,L1_2,2,51240,51240
L1_trip_49,L1_3,3,51360,51360
L1_trip_49,L1_4,4,51480,51480
L1_trip_49,L1_5,5,51600,51600
L1_trip_49,L1_6,6,51720,51720
L1_trip_49,L1_7,7,51840,51840
L1_trip_49,L1_8,8,51960,51960
L1_trip_49,L1_9,9,52080,52080
L1_trip_49,L1_10,10,52200,52200
L1_trip_49,L1_11,11,52320,52320
L1_trip_49,L1_12,12,52440,52440
L1_trip_49,L1_13,13,52560,52560
L1_trip_49,L1_14,14,52680,52680
L1_trip_49,L1_15,15,52800,52800
L1_trip_49,L1_16,16,52920,52920
L1_trip_49,L1_17,17,53040,53040
L1_trip_49,L1_18,18,53160,53160
L1_trip_49,L1_19,19,53280,53280
L1_trip_49,L1_20,20,53400,53400
L1_trip_49,L1_21,21,53520,53520
L1_trip_49,L1_22,22,53640,53640
L1_trip_49,L1_23,23,53760,53760
L1_trip_49,L1_24,24,53880,53880
L1_trip_49,L1_25,25,54000,54000
L1_trip_49,L1_26,26,54120,54120
L1_trip_49,L1_27,27,54240,54240
L1_trip_49,L1_28,28,54360,54360
L2_trip_0,L2_0,0,21600,21600
L2_trip_0,L2_1,1,21720,21720
L2_trip_0,L2_2,2,21840,21840
L2_trip_0,L2_3,3,21960,21960
L2_trip_0,L2_4,4,22080,22080
L2_trip_0,L2_5,5,22200,22200
L2_trip_1,L2_0,0,22200,22200
L2_trip_1,L2_1,1,22320,22320
L2_trip_1,L2_2,2,22440,22440
L2_trip_1,L2_3,3,22560,22560
L2_trip_1,L2_4,4,22680,22680
L2_trip_1,L2_5,5,22800,22800
L2_trip_2,L2_0,0,22800,22800
L2_trip_2,L2_1,1,22920,22920
L2_trip_2,L2_2,2,23040,23040
L2_trip_2,L2_3,3,23160,23160
L2_trip_2,L2_4,4,23280,23280
L2_trip_2,L2_5,5,23400,23400
L2_trip_3,L2_0,0,23400,23400
L2_trip_3,L2_1,1,23520,23520
L2_trip_3,L2_2,2,23640,23640
L2_trip_3,L2_3,3,23760,23760
L2_trip_3,L2_4,4,23880,23880
L2_trip_3,L2_5,5,24000,24000
L2_trip_4,L2_0,0,24000,24000
L2_trip_4,L2_1,1,24120,24120
L2_trip_4,L2_2,2,24240,24240
L2_trip_4,L2_3,3,24360,24360
L2_trip_4,L2_4,4,24480,24480
L2_trip_4,L2_5,5,24600,24600
L2_trip_5,L2_0,0,24600,24600
L2_trip_5,L2_1,1,24720,24720
L2_trip_5,L2_2,2,24840,24840
L2_trip_5,L2_3,3,24960,24960
L2_trip_5,L2_4,4,25080,25080
L2_trip_5,L2_5,5,25200,25200
L2_trip_6,L2_0,0,25200,25200
L2_trip_6,L2_1,1,25320,25320
L2_trip_6,L2_2,2,25440,25440
L2_trip_6,L2_3,3,25560,25560
L2_trip_6,L2_4,4,25680,25680
L2_trip_6,L2_5,5,25800,25800
L2_trip_7,L2_0,0,25800,25800
L2_trip_7,L2_1,1,25920,25920
L2_trip_7,L2_2,2,26040,26040
L2_trip_7,L2_3,3,26160,26160
L2_trip_7,L2_4,4,26280,26280
L2_trip_7,L2_5,5,26400,26400
L2_trip_8,L2_0,0,26400,26400
L2_trip_8,L2_1,1,26520,26520
L2_trip_8,L2_2,2,26640,26640
L2_trip_8,L2_3,3,26760,26760
L2_trip_8,L2_4,4,26880,26880
L2_trip_8,L2_5,5,27000,27000
L2_trip_9,L2_0,0,27000,27000
L2_trip_9,L2_1,1,27120,27120
L2_trip_9,L2_2,2,27240,27240
L2_trip_9,L2_3,3,27360,27360
L2_trip_9,L2_4,4,27480,27480
L2_trip_9,L2_5,5,27600,27600
L2_trip_10,L2_0,0,27600,27600
L2_trip_10,L2_1,1,27720,27720
L2_trip_10,L2_2,2,27840,27840
L2_trip_10,L2_3,3,27960,27960
L2_trip_10,L2_4,4,28080,28080
L2_trip_10,L2_5,5,28200,28200
L2_trip_11,L2_0,0,28200,28200
L2_trip_11,L2_1,1,28320,28320
L2_trip_11,L2_2,2,28440,28440
L2_trip_11,L2_3,3,28560,28560
L2_trip_11,L2_4,4,28680,28680
L2_trip_11,L2_5,5,28800,28800
L2_trip_12,L2_0,0,28800,28800
L2_trip_12,L2_1,1,28920,28920
L2_trip_12,L2_2,2,29040,29040
L2_trip_12,L2_3,3,29160,29160
L2_trip_12,L2_4,4,29280,29280
L2_trip_12,L2_5,5,29400,29400
L2_trip_13,L2_0,0,29400,29400
L2_trip_13,L2_1,1,29520,29520
L2_trip_13,L2_2,2,29640,29640
L2_trip_13,L2_3,3,29760,29760
L2_trip_13,L2_4,4,29880,29880
L2_trip_13,L2_5,5,30000,30000
L2_trip_14,L2_0,0,30000,30000
L2_trip_14,L2_1,1,30120,30120
L2_trip_14,L2_2,2,30240,30240
L2_trip_14,L2_3,3,30360,30360
L2_trip_14,L2_4,4,30480,30480
L2_trip_14,L2_5,5,30600,30600
L2_trip_15,L2_0,0,30600,30600
L2_trip_15,L2_1,1,30720,30720
L2_trip_15,L2_2,2,30840,30840
L2_trip_15,L2_3,3,30960,30960
L2_trip_15,L2_4,4,31080,31080
L2_trip_15,L2_5,5,31200,31200
L2_trip_16,L2_0,0,31200,31200
L2_trip_16,L2_1,1,31320,31320
L2_trip_16,L2_2,2,31440,31440
L2_trip_16,L2_3,3,31560,31560
L2_trip_16,L2_4,4,31680,31680
L2_trip_16,L2_5,5,31800,31800
L2_trip_17,L2_0,0,31800,31800
L2_trip_17,L2_1,1,31920,31920
L2_trip_17,L2_2,2,32040,32040
L2_trip_17,L2_3,3,32160,32160
L2_trip_17,L2_4,4,32280,32280
L2_trip_17,L2_5,5,32400,32400
L2_trip_18,L2_0,0,32400,32400
L2_trip_18,L2_1,1,32520,32520
L2_trip_18,L2_2,2,32640,32640
L2_trip_18,L2_3,3,32760,32760
L2_trip_18,L2_4,4,32880,32880
L2_trip_18,L2_5,5,33000,33000
L2_trip_19,L2_0,0,33000,33000
L2_trip_19,L2_1,1,33120,33120
L2_trip_19,L2_2,2,33240,33240
L2_trip_19,L2_3,3,33360,33360
L2_trip_19,L2_4,4,33480,33480
L2_trip_19,L2_5,5,33600,33600
L2_trip_20,L2_0,0,33600,33600
L2_trip_20,L2_1,1,33720,33720
L2_trip_20,L2_2,2,33840,33840
L2_trip_20,L2_3,3,33960,33960
L2_trip_20,L2_4,4,34080,34080
L2_trip_20,L2_5,5,34200,34200
L2_trip_21,L2_0,0,34200,34200
L2_trip_21,L2_1,1,34320,34320
L2_trip_21,L2_2,2,34440,34440
L2_trip_21,L2_3,3,34560,34560
L2_trip_21,L2_4,4,34680,34680
L2_trip_21,L2_5,5,34800,34800
L2_trip_22,L2_0,0,34800,34800
L2_trip_22,L2_1,1,34920,34920
L2_trip_22,L2_2,2,35040,35040
L2_trip_22,L2_3,3,35160,35160
L2_trip_22,L2_4,4,35280,35280
L2_trip_22,L2_5,5,35400,35400
L2_trip_23,L2_0,0,35400,35400
L2_trip_23,L2_1,1,35520,35520
L2_trip_23,L2_2,2,35640,35640
L2_trip_23,L2_3,3,35760,35760
L2_trip_23,L2_4,4,35880,35880
L2_trip_23,L2_5,5,36000,36000
L2_trip_24,L2_0,0,36000,36000
L2_trip_24,L2_1,1,36120,36120
L2_trip_24,L2_2,2,36240,36240
L2_trip_24,L2_3,3,36360,36360
L2_trip_24,L2_4,4,36480,36480
L2_trip_24,L2_5,5,36600,36600
L2_trip_25,L2_0,0,36600,36600
L2_trip_25,L2_1,1,36720,36720
L2_trip_25,L2_2,2,36840,36840
L2_trip_25,L2_3,3,36960,36960
L2_trip_25,L2_4,4,37080,37080
L2_trip_25,L2_5,5,37200,37200
L2_trip_26,L2_0,0,37200,37200
L2_trip_26,L2_1,1,37320,37320
L2_trip_26,L2_2,2,37440,37440
L2_trip_26,L2_3,3,37560,37560
L2_trip_26,L2_4,4,37680,37680
L2_trip_26,L2_5,5,37800,37800
L2_trip_27,L2_0,0,37800,37800
L2_trip_27,L2_1,1,37920,37920
L2_trip_27,L2_2,2,38040,38040
L2_trip_27,L2_3,3,38160,38160
L2_trip_27,L2_4,4,38280,38280
L2_trip_27,L2_5,5,38400,38400
L2_trip_28,L2_0,0,38400,38400
L2_trip_28,L2_1,1,38520,38520
L2_trip_28,L2_2,2,38640,38640
L2_trip_28,L2_3,3,38760,38760
L2_trip_28,L2_4,4,38880,38880
L2_trip_28,L2_5,5,39000,39000
L2_trip_29,L2_0,0,39000,39000
L2_trip_29,L2_1,1,39120,39120
L2_trip_29,L2_2,2,39240,39240
L2_trip_29,L2_3,3,39360,39360
L2_trip_29,L2_4,4,39480,39480
L2_trip_29,L2_5,5,39600,39600
L2_trip_30,L2_0,0,39600,39600
L2_trip_30,L2_1,1,39720,39720
L2_trip_30,L2_2,2,39840,39840
L2_trip_30,L2_3,3,39960,39960
L2_trip_30,L2_4,4,40080,40080
L2_trip_30,L2_5,5,40200,40200
L2_trip_31,L2_0,0,40200,40200
L2_trip_31,L2_1,1,40320,40320
L2_trip_31,L2_2,2,40440,40440
L2_trip_31,L2_3,3,40560,40560
L2_trip_31,L2_4,4,40680,40680
L2_trip_31,L2_5,5,40800,40800
L2_trip_32,L2_0,0,40800,40800
L2_trip_32,L2_1,1,40920,40920
L2_trip_32,L2_2,2,41040,41040
L2_trip_32,L2_3,3,41160,41160
L2_trip_32,L2_4,4,41280,41280
L2_trip_32,L2_5,5,41400,41400
L2_trip_33,L2_0,0,41400,41400
L2_trip_33,L2_1,1,41520,41520
L2_trip_33,L2_2,2,41640,41640
L2_trip_33,L2_3,3,41760,41760
L2_trip_33,L2_4,4,41880,41880
L2_trip_33,L2_5,5,42000,42000
L2_trip_34,L2_0,0,42000,42000
L2_trip_34,L2_1,1,42120,42120
L2_trip_34,L2_2,2,42240,42240
L2_trip_34,L2_3,3,42360,42360
L2_trip_34,L2_4,4,42480,42480
L2_trip_34,L2_5,5,42600,42600
L2_trip_35,L2_0,0,42600,42600
L2_trip_35,L2_1,1,42720,42720
L2_trip_35,L2_2,2,42840,42840
L2_trip_35,L2_3,3,42960,42960
L2_trip_35,L2_4,4,43080,43080
L2_trip_35,L2_5,5,43200,43200
L2_trip_36,L2_0,0,43200,43200
L2_trip_36,L2_1,1,43320,43320
L2_trip_36,L2_2,2,43440,43440
L2_trip_36,L2_3,3,43560,43560
L2_trip_36,L2_4,4,43680,43680
L2_trip_36,L2_5,5,43800,43800
L2_trip_37,L2_0,0,43800,43800
L2_trip_37,L2_1,1,43920,43920
L2_trip_37,L2_2,2,44040,44040
L2_trip_37,L2_3,3,44160,44160
L2_trip_37,L2_4,4,44280,44280
L2_trip_37,L2_5,5,44400,44400
L2_trip_38,L2_0,0,44400,44400
L2_trip_38,L2_1,1,44520,44520
L2_trip_38,L2_2,2,44640,44640
L2_trip_38,L2_3,3,44760,44760
L2_trip_38,L2_4,4,44880,44880
L2_trip_38,L2_5,5,45000,45000
L2_trip_39,L2_0,0,45000,45000
L2_trip_39,L2_1,1,45120,45120
L2_trip_39,L2_2,2,45240,45240
L2_trip_39,L2_3,3,45360,45360
L2_trip_39,L2_4,4,45480,45480
L2_trip_39,L2_5,5,45600,45600
L2_trip_40,L2_0,0,45600,45600
L2_trip_40,L2_1,1,45720,45720
L2_trip_40,L2_2,2,45840,45840
L2_trip_40,L2_3,3,45960,45960
L2_trip_40,L2_4,4,46080,46080
L2_trip_40,L2_5,5,46200,46200
L2_trip_41,L2_0,0,46200,46200
L2_trip_41,L2_1,1,46320,46320
L2_trip_41,L2_2,2,46440,46440
L2_trip_41,L2_3,3,46560,46560
L2_trip_41,L2_4,4,46680,46680
L2_trip_41,L2_5,5,46800,46800
L2_trip_42,L2_0,0,46800,46800
L2_trip_42,L2_1,1,46920,46920
L2_trip_42,L2_2,2,47040,47040
L2_trip_42,L2_3,3,47160,47160
L2_trip_42,L2_4,4,47280,47280
L2_trip_42,L2_5,5,47400,47400
L2_trip_43,L2_0,0,47400,47400
L2_trip_43,L2_1,1,47520,47520
L2_trip_43,L2_2,2,47640,47640
L2_trip_43,L2_3,3,47760,47760
L2_trip_43,L2_4,4,47880,47880
L2_trip_43,L2_5,5,48000,48000
L2_trip_44,L2_0,0,48000,48000
L2_trip_44,L2_1,1,48120,48120
L2_trip_44,L2_2,2,48240,48240
L2_trip_44,L2_3,3,48360,48360
L2_trip_44,L2_4,4,48480,48480
L2_trip_44,L2_5,5,48600,48600
L2_trip_45,L2_0,0,48600,48600
L2_trip_45,L2_1,1,48720,48720
L2_trip_45,L2_2,2,48840,48840
L2_trip_45,L2_3,3,48960,48960
L2_trip_45,L2_4,4,49080,49080
L2_trip_45,L2_5,5,49200,49200
L2_trip_46,L2_0,0,49200,49200
L2_trip_46,L2_1,1,49320,49320
L2_trip_46,L2_2,2,49440,49440
L2_trip_46,L2_3,3,49560,49560
L2_trip_46,L2_4,4,49680,49680
L2_trip_46,L2_5,5,49800,49800
L2_trip_47,L2_0,0,49800,49800
L2_trip_47,L2_1,1,49920,49920
L2_trip_47,L2_2,2,50040,50040
L2_trip_47,L2_3,3,50160,50160
L2_trip_47,L2_4,4,50280,50280
L2_trip_47,L2_5,5,50400,50400
L2_trip_48,L2_0,0,50400,50400
L2_trip_48,L2_1,1,50520,50520
L2_trip_48,L2_2,2,50640,50640
L2_trip_48,L2_3,3,50760,50760
L2_trip_48,L2_4,4,50880,50880
L2_trip_48,L2_5,5,51000,51000
L2_trip_49,L2_0,0,51000,51000
L2_trip_49,L2_1,1,51120,51120
L2_trip_49,L2_2,2,51240,51240
L2_trip_49,L2_3,3,51360,51360
L2_trip_49,L2_4,4,51480,51480
L2_trip_49,L2_5,5,51600,51600
